Ticker,Share of portfolio
KTC-F,6.915808090614494e-6
KTCG,3.2252613875871926e-7
KTKBANK,4.786389108121937e-7
KUD,3.80596350562463e-7
KVW,8.16554683289608e-7
KWR,3.1967573278564696e-5
KWS,1.3344421632736971e-6
KXS,3.0352576234176144e-6
L,4.558810436575026e-5
L&TFH,2.0758284989513903e-6
L4L,5.826208133756127e-7
LABB,2.6350622276676024e-6
LACOMERUBC,2.8439147545257677e-6
LAD,4.4073779678003844e-5
LAFMSIA,8.637186372862387e-7
LALAB,2.456704265036647e-6
LALPATHLAB,2.4167975098754793e-6
LAMDA,2.676199552698479e-7
LAME3,2.1101887211388005e-6
LAME4,1.3908495512411144e-5
LAMR,5.260899831645675e-5
LANC,2.109884521770041e-5
LAND,1.81613689197877e-5
LATO B,2.9424454900860344e-6
LAURUSLABS,5.104109734210923e-7
LB,1.3131163517357026e-5
LBH,3.313628488072778e-6
LBK,7.55483241087779e-7
LBTYA,1.4426435084843667e-5
LBTYK,3.443729665414295e-5
LCAM3,2.5193504913918858e-6
LCI,5.6504845741030565e-6
LCII,3.616310127425957e-5
LCTITAN,1.2429141540714316e-6
LDL,6.780581488923667e-6
LDO,8.439938341546032e-6
LDOS,2.099738828629122e-5
LECO,4.0589684471411855e-5
LEG,2.3925661247239133e-5
LEHN,1.0623428302367556e-6
LEN,3.6745429501009636e-5
LEO,7.557501503231349e-7
LEON,6.462521350179887e-7
LEVE3,5.870410620618401e-7
LEW,5.722533665088971e-7
LFUS,3.336180381043599e-5
LGEN,3.354249242189773e-5
LGIH,2.599222904087406e-5
LGND,1.5397755604816612e-5
LH,3.6745429501009636e-5
LH-F,6.439855784970389e-7
LH-R,7.000167200892837e-6
LHA,7.005843482093803e-6
LHC,7.5610928588943165e-6
LHCG,5.085436116692751e-5
LHN,4.6180579487197155e-5
LHX,9.806170358777383e-5
LI,1.2029941953186064e-5
LIAB,1.322549012127337e-6
LICHSGFIN,4.916788008649378e-6
LIFCO B,3.9460510117247354e-6
LIGHT,5.953243720417937e-6
LIGT3,3.319552534854022e-6
LII,6.415731502006922e-5
LIN,2.2047257700605777e-4
LINK,8.97980205312908e-8
LINX3,3.75084120279146e-6
LISN,1.5518430145410596e-5
LISP,1.3738052814900327e-5
LITE,3.0795511209633225e-5
LIVEPOLC-1,3.998628543184887e-6
LIVN,2.6946072308429073e-5
LJ3,5.044990024610512e-7
LKOD,7.029787831084271e-5
LKOH,6.509192932563982e-5
LKQ,2.099738828629122e-5
LL,4.520387659282446e-6
LLBN,1.3553580453748275e-6
LLC,1.2426934710844648e-5
LLOY,8.705283072728863e-5
LLY,1.9422584164819378e-4
LM,2.1813487106823538e-5
LMAT,9.040775318564892e-6
LMNX,1.3561162977847334e-5
LMP,4.0386163333459465e-6
LMT,2.154745271514547e-4
LNC,2.6246735357864024e-5
LNG,1.6820182802822253e-7
LNK,3.7069345378970154e-6
LNN,1.4853689724461735e-5
LNR,2.7552370448304633e-6
LNT,2.8114678423492587e-5
LNTH,1.1300969148206113e-5
LNZ,2.3690920144307513e-6
LOCO,3.3902907444618335e-6
LOG,2.2860536248297775e-6
LOGG3,4.5094942017442776e-7
LOGM,2.566292600802769e-5
LOGN,1.1023176536478326e-5
LOGO,2.687597966830614e-7
LONN,4.6621603806573696e-5
LOOM B,4.883336463846534e-6
LOV,8.452772197897056e-7
LOW,1.9655910421675742e-4
LPI,6.780581488923667e-6
LPKR,3.771615933617284e-6
LPN-F,7.327178003784633e-7
LPP,3.3734351504952966e-6
LPPF,2.01920747639211e-6
LPSN,3.7293198189080175e-5
LPT,6.030787611886506e-5
LPX,2.309663340722492e-5
LQDT,2.260193829641223e-6
LR,3.539472122494242e-5
LRCX,1.688914781114693e-4
LRE,4.428352121543368e-6
LREN3,3.514641826004335e-5
LSE,5.229591468287089e-5
LSG,2.882833762856958e-6
LSI,3.721124271164015e-5
LSIP,8.894210704411714e-7
LSNGP,2.9446932125758207e-7
LSPD,7.529223932986229e-7
LSTR,3.336180381043599e-5
LT,2.583175979110401e-5
LTC,3.164271361497712e-5
LTG,2.728943445883519e-6
LTHM,1.582135680748856e-5
LTI,2.1431141822865956e-6
LTM,1.27119050139435e-5
LTS,4.032308883793392e-6
LTTS,6.495392028903847e-7
LTXB,3.277281052979773e-5
LUCK,1.4987258528711828e-6
LULU,6.840922443458126e-5
LUMI,1.966466660953394e-5
LUN,9.277407143995983e-6
LUND B,5.158996232099625e-6
LUPE,9.740809881151673e-6
LUPIN,8.217223119149561e-6
LUV,5.249347071572805e-5
LVS,4.199477657258244e-5
LW,2.099738828629122e-5
LWB,1.7602047042455046e-7
LX,1.7680083288921239e-6
LXP,4.0683488933542006e-5
LXS,9.476115604602113e-6
LXU,2.260193829641223e-6
LYB,4.724412364415524e-5
LYC,2.3448773175264614e-6
LYV,7.057304652207615e-5
LZB,2.4862132126053452e-5
M,1.049869414314561e-5
M-F,1.1161690032012054e-6
M&M,1.6493888811569828e-5
M&MFIN,5.134174224697228e-6
M04,6.925042969529559e-8
M1GU,6.087057272840466e-7
M44U,5.3330125914359815e-6
MA,5.249347071572804e-4
MAA,3.149608242943682e-5
MAB,1.8695546325244288e-6
MAC,5.249347071572805e-6
MAERSK A,9.681991124689196e-6
MAERSK B,1.2589757806527615e-5
MAGN,3.949682313760467e-6
MAGNUM,1.490785548644095e-6
MAHINDCIE,8.052148428263037e-7
MAJOR-F,1.7134475722943664e-6
MAKRO,1.8578580750721755e-7
MAKRO-F,4.839712412001562e-7
MALAKOF,1.9197905709029826e-6
MALLPLAZA,1.547602419526707e-6
MAN,3.721124271164015e-5
MANAPPURAM,2.2222018649569677e-6
MANH,3.9777535312442914e-5
MANT,2.9382519785335895e-5
MAP,4.9342064728825015e-6
MAPI,1.9016455053173779e-6
MAR,1.7713782837733093e-4
MARICO,9.346968019438792e-6
MARK,1.324449586212469e-5
MARKSANS,5.382012039312429e-9
MARR,1.3119636104577741e-6
MARS,1.7635116285762894e-6
MARUTI,4.1518196416967466e-5
MAS,2.945105759253168e-5
MASI,5.3892144616858146e-5
MAT,2.951236490923184e-5
MATAS,4.4530403443434083e-7
MATW,1.711388355410296e-5
MATX,2.4862132126053452e-5
MAU,2.7566399931098314e-7
MAVI,9.258115243424369e-7
MAXIS,1.3431888710453285e-5
MAYBANK,4.45718649343526e-5
MB,1.4770879432694071e-5
MBK,2.0811810143368667e-6
MBK-F,1.7091453748871655e-6
MBSB,1.5619462756418973e-6
MBT,2.1260151636615932e-5
MBTN,5.321694158986621e-7
MC,1.8367158232070234e-4
MCB,1.5435893017533053e-6
MCD,3.5458605078277354e-4
MCDOWELL-N,1.0338237309432005e-5
MCG,1.1978616562859358e-5
MCGS,1.0936506174413536e-6
MCHP,1.1323630331425976e-4
MCK,5.631057176288207e-5
MCLEODRUSS,1.2913892212355678e-9
MCO,7.349085900201927e-5
MCRI,7.91067840374428e-6
MCRO,7.49652525983209e-6
MCS,1.417345660319412e-5
MCX,6.764899344639964e-7
MCY,1.5444099926874524e-5
MD,1.411460930441523e-5
MDC,3.682643799039802e-5
MDCO,5.98951364854924e-5
MDIA3,2.726549466059025e-6
MDLZ,3.751706500649226e-4
MDM,1.2838901887559465e-6
MDP,1.0265170403211075e-5
MDR,5.6504845741030565e-6
MDRX,1.2831463004013845e-5
MDSO,4.234382791324569e-5
MDT,3.25659223200312e-4
MDU,4.10606816128443e-5
ME8U,4.579317677483903e-6
MED,1.8081550637129783e-5
MEDC,1.2088227801148784e-6
MEDN,5.084180198335511e-9
MEDP,3.3902907444618344e-5
MEG,5.614726908928193e-6
MEGACPO,4.435584506800244e-6
MEI,1.9211647551950395e-5
MEKO,6.162398310371351e-7
MEL,9.019684593088028e-6
MELE,2.3770301842125287e-6
MELI,7.678586416126469e-5
MER,6.683944950048594e-6
MERC,6.780581488923667e-6
MERL,7.281177811477365e-6
MERS,9.606777401745783e-7
MERY,1.5424155828989157e-6
MET,7.964788963434855e-5
METSB,1.851218285384811e-6
METSO,7.425034484982961e-6
MEZZAN,7.099779120420639e-7
MF,7.0347271513819565e-6
MFC,6.715820435838165e-5
MFG,8.561298480239665e-6
MFGP,1.4744669086817373e-6
MFI,3.2159495343431325e-6
MFSL,3.0345529701717618e-6
MFT,3.701522662264942e-6
MG,2.9296801416140463e-5
MGAM,1.6751988727247333e-6
MGDL,6.147134769025825e-7
MGEE,4.060745794844704e-7
MGGT,1.1279200670230786e-5
MGL,1.6366051582083026e-6
MGLN,2.0341744466771003e-5
MGLU3,1.8927802505477137e-5
MGM,3.149608242943682e-5
MGNT,1.4169453496120252e-5
MGPI,1.0170872233385501e-5
MGR,1.501775848740105e-5
MGRC,2.4364474769068225e-7
MGROS,5.618892567808112e-7
MGTA,0.012110649768697945
MGX,6.417192616629857e-7
MHK,1.574804121471841e-5
MHO,1.582135680748856e-5
MIC,2.762449940771915e-6
MIK,1.2431066063026726e-5
MIL,1.6057933042400631e-6
MIN,2.3069003996520046e-6
MINDAIND,1.0583924963913847e-6
MINDTREE,4.971911281677408e-6
MING,2.6928828869110314e-6
MINI,2.599222904087406e-5
MINT-F,1.5980474204810825e-5
MISC,9.822973302158645e-6
MITRA,8.275363940483917e-7
MKC,4.475608371307684e-5
MKS,8.288405471259806e-6
MKSI,3.8494389012041534e-5
MKTX,2.6246735357864024e-5
ML,3.6592968807964846e-5
MLAB,1.3561162977847334e-5
MLD,2.7299702248636877e-7
MLHR,1.9247194506020767e-5
MLI,2.4862132126053452e-5
MLM,3.6745429501009636e-5
MLSR,1.9965124608092262e-6
MMB,4.8128537385401815e-6
MMC,1.049869414314561e-4
MMHD,6.145519915263696e-7
MMI,1.2431066063026726e-5
MMM,2.1320050950634166e-4
MMS,3.706119557519223e-5
MMSI,2.4862132126053452e-5
MMT,1.9602861431376e-6
MN,3.5979047596652547e-7
MNCN,1.5870984980652546e-6
MND,1.712252714802411e-6
MNDI,1.725845446645187e-5
MNHD,7.890620490026412e-7
MNOD,2.608315207550219e-5
MNRO,4.1089563513026476e-5
MNST,1.3077783647413713e-4
MNTA,2.1471841381591614e-5
MO,1.7322845336190256e-4
MOBN,3.4008238459949297e-6
MOEX,7.824810239107873e-6
MOGA,4.181358584836262e-5
MOH,6.008791876546464e-5
MOL,1.4578694731986959e-5
MOMO,1.1427898169070365e-5
MONC,1.2074691031804886e-5
MONET,6.473245942672373e-6
MONT,1.8468726363415306e-6
MONY,4.491216121938791e-6
MOR,6.492217382583312e-6
MOS,1.574804121471841e-5
MOTHERSUMI,5.179511755835935e-6
MOTILALOFS,1.0081702285834263e-6
MOV,6.780581488923667e-6
MOVI3,1.020434213047644e-6
MOWI,1.8229507639021864e-5
MPAA,4.520387659282446e-6
MPARK,6.500182908549137e-7
MPC,8.923890021673769e-5
MPHASIS,3.905528632550653e-6
MPHC,1.286688611190211e-5
MPI,5.055292610337241e-6
MPL,1.1741951471882944e-5
MPW,6.544046132047062e-5
MPWR,4.3626974213647076e-5
MQG,5.0836891135495086e-5
MRCB,1.4360406237082093e-6
MRCY,3.0795511209633225e-5
MRE,1.3488492679842428e-6
MRF,3.6107689802322856e-6
MRFG3,2.0365078287620674e-6
MRK,4.837801207473737e-4
MRL,8.626194093599581e-6
MRN,8.519136340933666e-7
MRO,4.3159424828603026e-5
MRP,9.454024886678333e-6
MRPL,6.900789715353771e-7
MRT.UN,3.920720373301421e-7
MRTN,1.2431066063026726e-5
MRU,1.9627388168799824e-5
MRVE3,4.4837930200163315e-6
MRW,1.0142457507667812e-5
MS,1.119015264077113e-4
MSA,3.0162084236406994e-5
MSB,1.1062312411627043e-6
MSCI,4.199477657258244e-5
MSEX,1.6242983179378817e-7
MSFT,0.004970845227574562
MSFUT,1.1300969148206115e-6
MSI,5.774281778730085e-5
MSLH,3.0026629637699873e-6
MSM,2.5963275025783565e-5
MSNG,8.882136519707062e-7
MSP,1.6906843239875588e-6
MSTR,1.8081550637129783e-5
MT,1.633422570639674e-5
MTA,9.88316339448241e-7
MTB,4.724412364415524e-5
MTC-F,4.625792022991839e-6
MTD,3.6745429501009636e-5
MTDR,1.154831670361246e-5
MTELEKOM,2.0561685809990574e-6
MTG B,9.93774658626551e-7
MTH,4.358938040098542e-5
MTL,1.3968347725514793e-6
MTLR,7.0462493310883e-7
MTLRP,2.3629068924288023e-7
MTM,4.474776905723488e-6
MTN,4.131384443869381e-5
MTO,1.2265579439662057e-6
MTRN,1.9211647551950395e-5
MTRO,7.227302693573576e-7
MTRS,6.23832111836239e-7
MTRX,8.88053841798872e-6
MTS,3.426592751498227e-6
MTSC,1.4691259892667947e-5
MTSS,4.3501249750587527e-7
MTU,4.435862249301736e-7
MTX,3.8319143487577746e-5
MTZ,2.951236490923184e-5
MU,2.500796350512715e-4
MUHIBAH,4.948129788946207e-7
MULT3,7.1662812018913525e-6
MUR,2.3769240789464403e-5
MUSA,2.053034080642215e-5
MUTHOOTFIN,3.7120407090860437e-6
MUV2,6.915593219057035e-5
MVC,7.750328440779388e-7
MVID,1.2925945539943893e-6
MWC,1.5512298892172114e-6
MX,5.010134569695906e-6
MXIM,7.477538768396782e-5
MXL,2.2601938296412226e-5
MYCR,1.5479974060229865e-6
MYE,9.040775318564892e-6
MYEG,2.6726008658286563e-6
MYGN,3.3902907444618344e-5
MYL,4.7523414087455384e-5
MYPK3,2.11262504090966e-6
MYR,6.428725775267237e-7
MYRG,7.91067840374428e-6
MYTIL,4.470579411040795e-6
MYX,1.010474291538266e-6
MZTF,6.006039918559256e-6
N2IU,5.870538879214119e-6
"NA",3.099509516578073e-5
NAB,1.0747598850748341e-4
NAN,1.8697450301295708e-6
NANO,1.2431066063026726e-5
NAS,3.216288018974495e-7
NATCOPHARM,2.847551609918669e-6
NATI,3.5928096411238766e-5
NATIONALUM,1.1414071569442782e-6
NATU3,1.1107225843863395e-5
NAUKRI,6.451946446797026e-6
NAVI,1.7964048205619383e-5
NBCC,8.098082055789477e-7
NBHC,1.582135680748856e-5
NBK,6.964497652364055e-5
NBL,2.099738828629122e-5
NBP,3.9249317993996626e-7
NBR,9.040775318564892e-6
NBTB,2.4862132126053452e-5
NCC,2.271612459352115e-6
NCC A,1.3898284740212582e-7
NCC B,2.9199337939832908e-6
NCLH,2.099738828629122e-5
NCM,3.298106735620457e-5
NCR,2.822921860883046e-5
NCZ,1.424777012209489e-7
ND8U,1.4441136519524167e-6
NDA,3.0228221916847586e-6
NDA FI,1.9547233597740435e-6
NDA SE,4.050488822826268e-5
NDAQ,2.6246735357864024e-5
NDSN,5.6393514655712944e-5
NDX1,1.240855393759716e-6
NE,5.6504845741030565e-6
NEA,1.1757736138525507e-6
NEC,3.564130692630223e-6
NED,2.1703067729823966e-5
NEE,2.5238238648425817e-4
NEM,6.812687094020324e-5
NEMAKA,1.0056227403819645e-6
NENT B,2.873848053658743e-6
NEO,3.277281052979773e-5
NEOEN,1.0399964979799586e-6
NEOG,5.198445808174812e-5
NESN,5.827481687818115e-4
NESTE,2.5528893455549453e-5
NESTLE,7.472674953757579e-6
NESTLEIND,1.6668683753000068e-5
NET B,1.0403311041415875e-6
NETC,2.3938475815689054e-6
NEU,2.566292600802769e-5
NEWM,7.91067840374428e-6
NEX,6.13306791188743e-6
NFBK,1.1300969148206113e-5
NFG,2.822921860883046e-5
NFI,2.2061575008899578e-6
NFLX,6.019539469461711e-4
NFTA,3.5013308632794955e-7
NG,2.671969472927005e-6
NG.,7.0020519253403e-5
NGI,4.73086218317933e-7
NGVT,2.566292600802769e-5
NHC,7.642428131835478e-7
NHF,4.188233592171551e-6
NHH,2.2634291005165794e-7
NHM,6.989047646407448e-6
NHPC,2.7785493859008014e-6
NHY,8.722627659898586e-6
NI,2.099738828629122e-5
NIBC,5.676817425510072e-7
NIBE B,7.142764746538033e-6
NICE,1.6636582744772276e-5
NIITTECH,5.151228045950914e-7
NIKL,7.449498734545342e-7
NIND,2.597195924207344e-6
NIO,9.221994889180948e-7
NJR,3.00808693205101e-5
NK,2.7260251159675204e-6
NKE,2.691862216056361e-4
NKT,9.759939904234204e-7
NKTR,2.309663340722492e-5
NLFSK,1.1386778137841103e-6
NLMK,8.289493027599417e-6
NLSN,1.574804121471841e-5
NMC,5.313024721365836e-6
NMDC,3.4207197695544374e-6
NMIH,2.9382519785335895e-5
NML,3.462289671180192e-7
NN,2.192889679034474e-5
NNN,7.185619282247753e-5
NOAH,1.1346277598180036e-6
NOBI,1.2261521149967275e-6
NOC,1.2999348305842043e-4
NOD,1.5151492354899945e-6
NOEJ,2.058486881282848e-6
NOFI,2.4154390225801313e-6
NOKIA,5.273875447867127e-5
NOLA B,1.692925242351583e-6
NOS,2.2674828065653094e-6
NOV,1.574804121471841e-5
NOVN,3.473159774657994e-4
NOVO B,1.5881300373157917e-4
NP,1.582135680748856e-5
NPI,4.128574970717505e-6
NPK,8.27526940405289e-6
NPN,2.3806776833171025e-4
NPO,2.1471841381591614e-5
NR,1.0170872233385501e-5
NRG,2.099738828629122e-5
NRP,1.1144951153216546e-5
NRR,1.3128221626217e-6
NRS,6.549169889927243e-7
NS8U,1.4633769533585488e-6
NSA,3.164271361497712e-5
NSC,9.973759435988329e-5
NSI,1.4132512579234211e-6
NSIT,3.164271361497712e-5
NSP,2.951236490923184e-5
NSR,1.6964430144006546e-6
NST,8.536005921337377e-6
NSTR,3.0093857621722776e-7
NTAP,6.0684032012006975e-5
NTC,6.045180324937751e-6
NTCT,1.0265170403211075e-5
NTES,1.2579201821127884e-4
NTG,9.85355911185869e-7
NTGN,0.005919555268107964
NTGR,1.4691259892667947e-5
NTGY,1.4949573226530074e-5
NTHOL,7.523933611681229e-8
NTPC,1.4378816188046433e-5
NTR,5.301658019597693e-5
NTRS,4.199477657258244e-5
NTUS,1.582135680748856e-5
NUE,3.3770100074549854e-5
NUF,2.117390258903165e-6
NUS,1.700576156880557e-5
NUVA,2.4379779707626306e-5
NVDA,5.781922399024433e-4
NVG,1.637662337459206e-6
NVMI,1.6336012270591655e-6
NVR,2.6246735357864024e-5
NVT,2.4379779707626306e-5
NVTK,7.825939276534772e-5
NVU.UN,1.91219135549065e-6
NWBI,2.4862132126053452e-5
NWC,1.8942322776797385e-6
NWE,2.6946072308429073e-5
NWH,1.0760295973411822e-6
NWL,1.666987167012507e-5
NWN,3.3097670193385304e-5
NWO,1.3865226074549462e-6
NWS,5.249347071572805e-6
NWSA,1.049869414314561e-5
NX,1.0170872233385501e-5
NXGN,1.1300969148206113e-5
NXI,3.801960219682447e-6
NXPI,1.0028699228334872e-4
NXT,2.066081665457871e-5
NYCB,4.491012051404845e-5
NYF,2.005686452083637e-6
NYMT,2.4862132126053452e-5
NYT,3.0795511209633225e-5
NZR,4.7523630090340345e-7
NZYM B,1.63500837113761e-5
O,5.249347071572805e-5
O2D,3.4553984988035347e-6
O32,1.5035846965065827e-6
O39,4.9321164713190994e-5
O5RU,1.065772102658252e-6
OAS,6.415731502006922e-6
OBEL,1.0507800541941321e-6
OBEROIRLTY,2.29759867230287e-6
OC,5.132585201605538e-5
OCDI,7.661484208863323e-7
OCDO,1.3643113869801685e-5
OCI,4.1909911841526866e-6
OCY,4.7400153717524386e-7
ODFL,8.21213632256886e-5
ODP,1.582135680748856e-5
ODPV3,3.9469625457772455e-6
OERL,3.5934833041680755e-6
OFC,2.4379779707626306e-5
OFG,1.8081550637129783e-5
OFIX,1.582135680748856e-5
OFSS,3.878647563745937e-6
OFX,4.0547955461369403e-7
OGC,3.003806407165311e-6
OGDC,1.8387815306665501e-6
OGE,6.287416871966783e-5
OGKB,3.144754673427484e-7
OGS,3.5928096411238766e-5
OGZD,6.0334773969056544e-5
OHI,7.057304652207615e-5
OI,1.154831670361246e-5
OIBRQ,8.342846574297872e-14
OIH,3.4760949965490116e-7
OII,1.0265170403211075e-5
OIL,2.1238169695890804e-6
OIS,1.2431066063026726e-5
OKDBV,5.560495066413228e-7
OKE,5.774281778730085e-5
OLED,5.5175290917259534e-5
OLLI,2.4379779707626306e-5
OLN,2.1813487106823538e-5
OMAB,7.020819709016347e-6
OMC,3.6745429501009636e-5
OMCL,4.7464070422465675e-5
OMGE3,2.1792724964819317e-7
OMI,6.780581488923667e-6
OML,7.845047723455805e-7
OMN,9.858612482725896e-7
OMU,2.1767877464867083e-5
OMV,1.4136950253786643e-5
ONB,4.520387659282445e-5
ONEX,9.479638665473548e-6
ONGC,2.0477137525666162e-5
ONTEX,2.6928194210426514e-6
OPAP,8.354750356361245e-6
OPB,7.91067840374428e-6
OPI,2.3732035211232837e-5
OPL,1.693967140357497e-6
OPUS,5.940528074652088e-7
OR,4.446081734981269e-5
ORA,6.002353591741411e-5
ORAS,1.1531088335493883e-6
ORBIA*,7.3676716782023026e-6
ORCL,2.624673535786402e-4
ORDS,6.3089452593767795e-6
ORE,7.09380223943506e-7
ORES,6.708102527878482e-7
ORG,1.759620818256403e-5
ORI,6.078012189092647e-5
ORI-F,7.445250139927383e-7
ORIENTBANK,2.934642168165435e-7
ORIT,1.1300969148206113e-5
ORK,1.288346832551261e-5
ORL,1.4802444182333144e-6
ORLY,1.4722393099941247e-4
ORNBV,7.0789822539918826e-6
ORP,1.0147042564070149e-5
ORSTED,2.5733679478229337e-5
ORWE,3.958459614070122e-7
OSB,4.198258731258577e-6
OSH,1.2207780720739719e-5
OSIS,2.599222904087406e-5
OSK,3.8494389012041534e-5
OSP,4.95794473079854e-6
OSPN,7.91067840374428e-6
OSR,7.193184853084816e-6
OSUR,7.91067840374428e-6
OTE1V,1.5574894318156152e-6
OTEX,1.958993766504477e-5
OTKAR,5.187256628882018e-7
OTP,3.4732578030002564e-5
OUT1V,1.498369212478331e-6
OV8,6.559409050025973e-7
OVS,6.115363050138197e-7
OXM,1.8081550637129783e-5
OXY,7.874020607359208e-5
OZK,2.566292600802769e-5
OZL,3.867419621506476e-6
P40U,1.3810007243176794e-6
P8Z,2.2945802642467067e-7
PAAS,5.93009242939718e-6
PACW,3.207865751003461e-5
PADINI,1.1088938324172532e-006
PAG,2.7933465358522044e-6
PAGE,3.112297078103994e-6
PAGEIND,5.8365251064010686e-6
PAH3,1.84575965656303e-5
PAHC,6.780581488923667e-6
PAL,4.7172981167537733e-7
PANW,0.027163797402110106
PARAUCO,6.685295239766644e-6
PARD3,8.794396887996814e-7
PARG,5.419369540776942e-6
PARR,1.2431066063026726e-5
PAT,1.512454756789082e-6
PATK,1.4691259892667947e-5
PAVREIT,6.916791295083275e-7
PAYX,1.408111617435781e-4
PB,3.665903065431081e-5
PBB,2.818678232039992e-6
PBBANK,5.410179679344484e-5
PBCT,1.574804121471841e-5
PBF,2.1813487106823538e-5
PBH,1.7052985854503632e-5
PBI,1.1300969148206113e-5
PBR.A,3.7472508170539777e-5
PCAR,1.1904121965549076e-4
PCAR4,7.71043898970548e-6
PCH,2.053034080642215e-5
PCHEM,1.8539787139864763e-5
PCJEWELLER,2.443231819246142e-7
PCRX,2.4862132126053452e-5
PCT,2.0016951541388145e-6
PCTN,1.144323102776562e-6
PD,6.254053601957615e-7
PDCE,2.1471841381591614e-5
PDCO,1.154831670361246e-5
PDD,1.2485887497401048e-5
PDFS,5.6504845741030565e-6
PDL,2.5326202864290605e-6
PE&OLES*,6.0144771895461845e-6
PEAB B,3.290045935677442e-6
PEB,2.566292600802769e-5
PEG,6.824151193044645e-5
PEI,4.520387659282446e-6
PEL,7.722610577143886e-6
PEN,3.464495011083738e-5
PENN,1.5397755604816612e-5
PEO,7.45139926447272e-6
PEP,9.187674093676097e-4
PERSISTENT,1.3094402212260473e-6
PETDAG,6.063621144434415e-6
PETGAS,1.1019244269602491e-5
PETKM,2.4697597770696013e-6
PETR3,9.135581665790429e-5
PETR4,4.209076764593084e-5
PETRONET,6.975185381110759e-6
PETS,7.88064698194349e-6
PFAVAL,4.303128468878747e-6
PFBC,1.1300969148206113e-5
PFBCOLOM,4.875862800492653e-6
PFC,5.797384999326752e-6
PFD,5.25225544721513e-7
PFDAVVNDA,3.7111772244656035e-6
PFE,4.251971127973972e-4
PFG,3.7359162847826166e-5
PFGRUPSURA,3.4875025878123773e-6
PFIZER,1.8171209981057007e-6
PFS,2.2601938296412226e-5
PFV,1.6600375819449318e-6
PG,6.563757411786777e-4
PGAS,5.610963109281572e-6
PGE,2.7136778312740813e-6
PGH,5.62367533838608e-7
PGHN,2.354319487353596e-5
PGN,3.763413871933353e-6
PGNX,6.780581488923667e-6
PGOLD,2.643090966068378e-6
PGR,9.51978481036874e-5
PGS,8.264345560556735e-7
PGSUS,1.3095632782130183e-6
PGTI,1.582135680748856e-5
PH,4.724412364415524e-5
PHA,4.060098472028295e-7
PHDC,9.586702427176377e-7
PHIA,7.759590649610847e-5
PHM,2.1641197337964717e-5
PHNX,8.393021903522017e-6
PHOE,1.4192054141419912e-6
PHOENIXLTD,2.003941318588131e-6
PHOR,5.095507216537e-6
PHP,3.4084788874860985e-6
PIA,9.285377399300107e-7
PIDILITIND,9.39851992841953e-6
PII,3.9306538171010475e-5
PIIND,3.6851072889190734e-6
PIK,4.924336407658638e-6
PINFRA*,6.735002753940968e-6
PINFRAL,2.8084607851524674e-7
PIOH,5.468564901097483e-7
PIRC,4.722749834847663e-6
PJC,1.582135680748856e-5
PK,4.10606816128443e-5
PKE,4.520387659282446e-6
PKG,2.099738828629122e-5
PKI,2.972391627638995e-5
PKN,1.4151980029183632e-5
PKO,1.5486341449769223e-5
PKP,3.406283673616447e-7
PLAB,1.1300969148206113e-5
PLANB,6.912319529319452e-8
PLAY,1.8081550637129783e-5
PLCE,1.8081550637129783e-5
PLD,1.207349826461745e-4
PLP,1.768630856037497e-6
PLS,6.699943637910004e-7
PLT,8.982024102809692e-6
PLUS,1.7706092475729622e-5
PLXS,2.9382519785335895e-5
PLY,1.3610015714264903e-6
PLZL,1.134288643961875e-5
PM,2.5721800650706743e-4
PME,1.456803299746953e-6
PMETAL,7.955909521605224e-6
PMO,1.4278364196535903e-6
PMT,3.0512616700156506e-5
PMV,1.921123471288899e-6
PNB,2.7508811695218002e-6
PNBHOUSING,1.2184944335772975e-6
PNBN,5.213000567698659e-7
PNC,1.312336767893201e-4
PNDORA,6.686274852801618e-6
PNDX B,2.757351516012009e-6
PNFP,3.0795511209633225e-5
PNL,1.875391376886495e-6
PNLF,1.259500358774629e-6
PNM,2.951236490923184e-5
PNN,7.919183262075615e-6
PNR,1.574804121471841e-5
PNTG,6.780581488923667e-6
PNV,1.5741992897839027e-6
PNVL3,5.159992206277214e-7
PNW,2.099738828629122e-5
POL,2.0480672900616667e-5
POLHO,2.667235164054396e-7
POLI,1.589278744852309e-5
POLY,8.061356327128337e-6
POM,2.831295599262206e-6
POMO4,1.6874393738124858e-6
POOL,6.159102241926645e-5
POR,7.309342430720467e-7
POS,8.905070723004024e-7
POST,5.350008935844333e-5
POU,6.136571227822037e-7
POW,1.4959251418869956e-5
POWERGRID,5.310148427490743e-6
POWI,4.181358584836262e-5
POWL,5.6504845741030565e-6
PPB,1.0625391622813243e-5
PPBI,2.8252422870515283e-5
PPC,1.4224951752902118e-5
PPDF,8.190226710490954e-7
PPG,6.180356358214556e-5
PPH,3.750815570829692e-6
PPL,8.415310461662778e-5
PPT,2.0893348191973793e-6
PRA,3.277281052979773e-5
PRAA,2.3732035211232837e-5
PRAH,4.491012051404845e-5
PRESTIGE,1.7204013349140437e-6
PRFT,1.9211647551950395e-5
PRGO,1.6885050037274927e-5
PRGS,2.8252422870515283e-5
PRI,3.8494389012041534e-5
PRLB,4.181358584836262e-5
PROX,7.695711477391862e-6
PRS,1.076578577102674e-6
PRSC,1.1300969148206113e-5
PRSP,2.6946072308429073e-5
PRU,1.6731885323849284e-4
PRX,5.586187566062757e-5
PRY,9.968078687705369e-6
PSA,7.874020607359208e-5
PSB,2.6946072308429073e-5
